Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-requirements-json,2,2,0
Cross.table-byid-requirements-xml,2,2,0
Cross.table-byid-researchdefinitions,2,0,0
Cross.table-byid-researchdefinitions-json,2,1,0
Cross.table-byid-researchdefinitions-xml,2,2,0
Cross.table-byid-researchelementdefinitions,2,1,0
Cross.table-byid-researchelementdefinitions-json,2,2,0
Cross.table-byid-researchelementdefinitions-xml,2,3,0
Cross.table-byid-researchstudies,2,1,0
Cross.table-byid-researchstudies-json,2,2,0
Cross.table-byid-researchstudies-xml,2,3,0
Cross.table-byid-researchsubjects,2,1,0
Cross.table-byid-researchsubjects-json,2,1,0
Cross.table-byid-researchsubjects-xml,2,3,0
Cross.table-byid-riskassessments,2,0,0
Cross.table-byid-riskassessments-json,2,2,0
Cross.table-byid-riskassessments-xml,2,2,0
Cross.table-byid-riskevidencesyntheses,2,1,0
Cross.table-byid-riskevidencesyntheses-json,2,2,0
Cross.table-byid-riskevidencesyntheses-xml,2,2,0
Cross.table-byid-schedules,2,0,426
Cross.table-byid-schedules-json,2,1,436
Cross.table-byid-schedules-xml,2,2,434
Cross.table-byid-searchparameters,2,1,0
Cross.table-byid-searchparameters-json,2,2,0
Cross.table-byid-searchparameters-xml,2,2,0
Cross.table-byid-servicerequests,2,1,0
Cross.table-byid-servicerequests-json,2,2,0
Cross.table-byid-servicerequests-xml,2,3,0
Cross.table-byid-slots,2,2,378
Cross.table-byid-slots-json,2,2,388
Cross.table-byid-slots-xml,2,2,386
Cross.table-byid-specimen,2,2,0
Cross.table-byid-specimen-json,2,2,0
Cross.table-byid-specimen-xml,2,3,0
Cross.table-byid-specimendefinitions,2,0,0
Cross.table-byid-specimendefinitions-json,2,1,0
Cross.table-byid-specimendefinitions-xml,2,2,0
Cross.table-byid-structuredefinitions,2,7,42582
Cross.table-byid-structuredefinitions-json,2,9,43222
Cross.table-byid-structuredefinitions-xml,2,11,43094
Cross.table-byid-structuremaps,2,1,0
Cross.table-byid-structuremaps-json,2,2,0
Cross.table-byid-structuremaps-xml,2,3,0
Cross.table-byid-subscriptions,2,1,0
Cross.table-byid-subscriptions-json,2,1,0
Cross.table-byid-subscriptions-xml,2,2,0
Cross.table-byid-subscriptiontopics,2,1,0
Cross.table-byid-subscriptiontopics-json,2,2,0
Cross.table-byid-subscriptiontopics-xml,2,2,0
Cross.table-byid-substancenucleicacids,2,1,0
Cross.table-byid-substancenucleicacids-json,2,1,0
Cross.table-byid-substancenucleicacids-xml,2,3,0
Cross.table-byid-substancepolymers,2,0,0
Cross.table-byid-substancepolymers-json,2,1,0
Cross.table-byid-substancepolymers-xml,2,2,0
Cross.table-byid-substanceproteins,2,1,0
Cross.table-byid-substanceproteins-json,2,2,0
Cross.table-byid-substanceproteins-xml,2,2,0
Cross.table-byid-substancereferenceinformations,2,1,0
Cross.table-byid-substancereferenceinformations-json,2,1,0
Cross.table-byid-substancereferenceinformations-xml,2,3,0
Cross.table-byid-substances,2,1,0
Cross.table-byid-substances-json,2,1,0
Cross.table-byid-substances-xml,2,2,0
Cross.table-byid-substancesourcematerials,2,0,0
Cross.table-byid-substancesourcematerials-json,2,1,0
Cross.table-byid-substancesourcematerials-xml,2,2,0
Cross.table-byid-substancespecifications,2,1,0
Cross.table-byid-substancespecifications-json,2,2,0
Cross.table-byid-substancespecifications-xml,2,2,0
Cross.table-byid-supplydeliveries,2,1,0
Cross.table-byid-supplydeliveries-json,2,2,0
Cross.table-byid-supplydeliveries-xml,2,3,0
Cross.table-byid-supplyrequests,2,1,0
Cross.table-byid-supplyrequests-json,2,2,0
Cross.table-byid-supplyrequests-xml,2,3,0
Cross.table-byid-tasks,2,1,0
Cross.table-byid-tasks-json,2,2,0
Cross.table-byid-tasks-xml,2,3,0
Cross.table-byid-terminologycapabilities,2,0,0
Cross.table-byid-terminologycapabilities-json,2,1,0
Cross.table-byid-terminologycapabilities-xml,2,2,0
Cross.table-byid-testplans,2,1,0
Cross.table-byid-testplans-json,2,2,0
Cross.table-byid-testplans-xml,2,2,0
Cross.table-byid-testreports,2,0,0
Cross.table-byid-testreports-json,2,1,0
Cross.table-byid-testreports-xml,2,2,0
Cross.table-byid-testscripts,2,0,0
Cross.table-byid-testscripts-json,2,0,0
Cross.table-byid-testscripts-xml,2,2,0
Cross.table-byid-valuesets,2,5,22770
Cross.table-byid-valuesets-json,2,6,23300
Cross.table-byid-valuesets-xml,2,7,23194
Cross.table-byid-verificationresults,2,1,0
Cross.table-byid-verificationresults-json,2,2,0
Cross.table-byid-verificationresults-xml,2,2,0
Cross.table-byid-visionprescriptions,2,0,0
Cross.table-byid-visionprescriptions-json,2,0,0
Cross.table-byid-visionprescriptions-xml,2,2,0
Cross.table-capabilitystatements,2,1,0
Cross.table-capabilitystatements-json,2,2,0
Cross.table-capabilitystatements-xml,2,2,0
Cross.table-careplans,2,0,0
Cross.table-careplans-json,2,2,0
Cross.table-careplans-xml,2,2,0
Cross.table-careteams,2,0,0
Cross.table-careteams-json,2,0,0
Cross.table-careteams-xml,2,2,0
Cross.table-catalogentries,2,2,0
Cross.table-catalogentries-json,2,2,0
Cross.table-catalogentries-xml,2,4,0
Cross.table-chargeitemdefinitions,2,1,0
Cross.table-chargeitemdefinitions-json,2,1,0
Cross.table-chargeitemdefinitions-xml,2,2,0
Cross.table-chargeitems,2,1,0
Cross.table-chargeitems-json,2,2,0
Cross.table-chargeitems-xml,2,2,0
Cross.table-claimresponses,2,2,0
Cross.table-claimresponses-json,2,2,0
Cross.table-claimresponses-xml,2,4,0
Cross.table-claims,2,0,0
Cross.table-claims-json,2,1,0
Cross.table-claims-xml,2,2,0
Cross.table-clinicalimpressions,2,1,0
Cross.table-clinicalimpressions-json,2,1,0
Cross.table-clinicalimpressions-xml,2,2,0
Cross.table-codesystems,2,5,10168
Cross.table-codesystems-json,2,5,10428
Cross.table-codesystems-xml,2,7,10376
Cross.table-communicationrequests,2,0,0
Cross.table-communicationrequests-json,2,1,0
Cross.table-communicationrequests-xml,2,2,0
Cross.table-communications,2,0,0
Cross.table-communications-json,2,0,0
Cross.table-communications-xml,2,2,0
Cross.table-compartmentdefinitions,2,0,0
Cross.table-compartmentdefinitions-json,2,1,0
Cross.table-compartmentdefinitions-xml,2,2,0
Cross.table-compositions,2,0,0
Cross.table-compositions-json,2,2,0
Cross.table-compositions-xml,2,2,0
Cross.table-conceptmaps,2,1,0
Cross.table-conceptmaps-json,2,1,0
Cross.table-conceptmaps-xml,2,3,0
Cross.table-conditions,2,0,0
Cross.table-conditions-json,2,2,0
Cross.table-conditions-xml,2,2,0
Cross.table-consents,2,0,0
Cross.table-consents-json,2,0,0
Cross.table-consents-xml,2,2,0
Cross.table-contracts,2,0,0
Cross.table-contracts-json,2,1,0
Cross.table-contracts-xml,2,2,0
Cross.table-coverageeligibilityrequests,2,1,0
Cross.table-coverageeligibilityrequests-json,2,1,0
Cross.table-coverageeligibilityrequests-xml,2,3,0
Cross.table-coverageeligibilityresponses,2,0,0
Cross.table-coverageeligibilityresponses-json,2,2,0
Cross.table-coverageeligibilityresponses-xml,2,2,0
Cross.table-coverages,2,1,0
Cross.table-coverages-json,2,1,0
Cross.table-coverages-xml,2,3,0
Cross.table-detectedissues,2,0,0
Cross.table-detectedissues-json,2,1,0
Cross.table-detectedissues-xml,2,2,0
Cross.table-devicedefinitions,2,1,0
Cross.table-devicedefinitions-json,2,2,0
Cross.table-devicedefinitions-xml,2,2,0
Cross.table-devicemetrics,2,0,0
Cross.table-devicemetrics-json,2,0,0
Cross.table-devicemetrics-xml,2,2,0
Cross.table-devicerequests,2,0,0
Cross.table-devicerequests-json,2,2,0
Cross.table-devicerequests-xml,2,2,0
Cross.table-devices,2,0,0
Cross.table-devices-json,2,1,0
Cross.table-devices-xml,2,2,0
Cross.table-deviceusestatements,2,0,0
Cross.table-deviceusestatements-json,2,1,0
Cross.table-deviceusestatements-xml,2,2,0
Cross.table-diagnosticreports,2,2,0
Cross.table-diagnosticreports-json,2,2,0
Cross.table-diagnosticreports-xml,2,4,0
Cross.table-documentmanifests,2,1,0
Cross.table-documentmanifests-json,2,2,0
Cross.table-documentmanifests-xml,2,3,0
Cross.table-documentreferences,2,1,0
Cross.table-documentreferences-json,2,1,0
Cross.table-documentreferences-xml,2,2,0
Cross.table-domainresources,2,2,0
Cross.table-domainresources-json,2,2,0
Cross.table-domainresources-xml,2,3,0
Cross.table-effectevidencesyntheses,2,0,0
Cross.table-effectevidencesyntheses-json,2,1,0
Cross.table-effectevidencesyntheses-xml,2,2,0
Cross.table-encounters,2,1,438
Cross.table-encounters-json,2,2,448
Cross.table-encounters-xml,2,2,446
Cross.table-endpoints,2,1,0
Cross.table-endpoints-json,2,2,0
Cross.table-endpoints-xml,2,2,0
Cross.table-enrollmentrequests,2,1,0
Cross.table-enrollmentrequests-json,2,2,0
Cross.table-enrollmentrequests-xml,2,3,0
Cross.table-enrollmentresponses,2,2,0
Cross.table-enrollmentresponses-json,2,2,0
Cross.table-enrollmentresponses-xml,2,2,0
Cross.table-episodeofcares,2,0,0
Cross.table-episodeofcares-json,2,0,0
Cross.table-episodeofcares-xml,2,2,0
Cross.table-eventdefinitions,2,0,0
Cross.table-eventdefinitions-json,2,2,0
Cross.table-eventdefinitions-xml,2,2,0
Cross.table-evidences,2,0,0
Cross.table-evidences-json,2,1,0
Cross.table-evidences-xml,2,2,0
Cross.table-evidencevariables,2,2,0
Cross.table-evidencevariables-json,2,2,0
Cross.table-evidencevariables-xml,2,3,0
Cross.table-examplescenarios,2,0,0
Cross.table-examplescenarios-json,2,2,0
Cross.table-examplescenarios-xml,2,2,0
Cross.table-explanationofbenefits,2,0,0
Cross.table-explanationofbenefits-json,2,0,0
Cross.table-explanationofbenefits-xml,2,2,0
Cross.table-extensions,2,2,21478
Cross.table-extensions-mm,2,4,22484
Cross.table-familymemberhistories,2,0,0
Cross.table-familymemberhistories-json,2,1,0
Cross.table-familymemberhistories-xml,2,2,0
Cross.table-flags,2,1,0
Cross.table-flags-json,2,2,0
Cross.table-flags-xml,2,3,0
Cross.table-goals,2,2,0
Cross.table-goals-json,2,2,0
Cross.table-goals-xml,2,4,0
Cross.table-graphdefinitions,2,2,0
Cross.table-graphdefinitions-json,2,2,0
Cross.table-graphdefinitions-xml,2,3,0
Cross.table-grid-activitydefinitions,2,1,2372
Cross.table-grid-actordefinitions,2,0,2366
Cross.table-grid-capabilitystatements,2,0,2374
Cross.table-grid-chargeitemdefinitions,2,0,2376
Cross.table-grid-codesystems,2,5,31286
Cross.table-grid-compartmentdefinitions,2,0,2378
Cross.table-grid-conceptmaps,2,0,2356
Cross.table-grid-contracts,2,0,2352
Cross.table-grid-devicedefinitions,2,1,2368
Cross.table-grid-devices,2,0,2348
Cross.table-grid-effectevidencesyntheses,2,0,2382
Cross.table-grid-eventdefinitions,2,2,2366
Cross.table-grid-evidences,2,0,2352
Cross.table-grid-evidencevariables,2,0,2368
Cross.table-grid-examplescenarios,2,0,2366
Cross.table-grid-graphdefinitions,2,0,2366
Cross.table-grid-implementationguides,2,1,3720
Cross.table-grid-libraries,2,0,2350
Cross.table-grid-measures,2,0,2350
Cross.table-grid-messagedefinitions,2,0,2370
Cross.table-grid-operationdefinitions,2,0,2374
Cross.table-grid-plandefinitions,2,0,2364
Cross.table-grid-questionnaires,2,0,2362
Cross.table-grid-requirements,2,0,2360
Cross.table-grid-researchdefinitions,2,1,2372
Cross.table-grid-researchelementdefinitions,2,0,2386
Cross.table-grid-riskevidencesyntheses,2,0,2378
Cross.table-grid-searchparameters,2,0,2366
Cross.table-grid-structuredefinitions,2,8,94146
Cross.table-grid-structuremaps,2,0,2360
Cross.table-grid-subscriptiontopics,2,0,2370
Cross.table-grid-terminologycapabilities,2,0,2382
Cross.table-grid-testplans,2,0,2352
Cross.table-grid-testscripts,2,0,2356
Cross.table-grid-valuesets,2,5,63964
Cross.table-groups,2,0,0
Cross.table-groups-json,2,2,0
Cross.table-groups-xml,2,2,0
Cross.table-guidanceresponses,2,1,0
Cross.table-guidanceresponses-json,2,1,0
Cross.table-guidanceresponses-xml,2,2,0
Cross.table-healthcareservices,2,1,260
Cross.table-healthcareservices-json,2,1,270
Cross.table-healthcareservices-xml,2,3,268
Cross.table-imagingstudies,2,1,0
Cross.table-imagingstudies-json,2,1,0
Cross.table-imagingstudies-xml,2,2,0
Cross.table-immunizationevaluations,2,0,0
Cross.table-immunizationevaluations-json,2,1,0
Cross.table-immunizationevaluations-xml,2,2,0
Cross.table-immunizationrecommendations,2,0,0
Cross.table-immunizationrecommendations-json,2,2,0
Cross.table-immunizationrecommendations-xml,2,2,0
Cross.table-immunizations,2,1,0
Cross.table-immunizations-json,2,1,0
Cross.table-immunizations-xml,2,2,0
Cross.table-implementationguides,2,2,522
Cross.table-implementationguides-json,2,2,532
Cross.table-implementationguides-xml,2,3,530
Cross.table-insuranceplans,2,0,0
Cross.table-insuranceplans-json,2,2,0
Cross.table-insuranceplans-xml,2,2,0
Cross.table-invoices,2,2,0
Cross.table-invoices-json,2,2,0
Cross.table-invoices-xml,2,4,0
Cross.table-libraries,2,1,0
Cross.table-libraries-json,2,1,0
Cross.table-libraries-xml,2,2,0
Cross.table-linkages,2,1,0
Cross.table-linkages-json,2,2,0
Cross.table-linkages-xml,2,2,0
Cross.table-lists,2,2,0
Cross.table-lists-json,2,2,0
Cross.table-lists-xml,2,3,0
Cross.table-locations,2,1,1364
Cross.table-locations-json,2,2,1414
Cross.table-locations-xml,2,2,1404
Cross.table-logicals,2,0,0
Cross.table-logicals-mm,2,2,0
Cross.table-measurereports,2,0,0
Cross.table-measurereports-json,2,1,0
Cross.table-measurereports-xml,2,2,0
Cross.table-measures,2,1,0
Cross.table-measures-json,2,2,0
Cross.table-measures-xml,2,2,0
Cross.table-media,2,0,0
Cross.table-media-json,2,2,0
Cross.table-media-xml,2,2,0
Cross.table-medicationadministrations,2,1,696
Cross.table-medicationadministrations-json,2,2,706
Cross.table-medicationadministrations-xml,2,3,704
Cross.table-medicationdispenses,2,1,0
Cross.table-medicationdispenses-json,2,2,0
Cross.table-medicationdispenses-xml,2,3,0
Cross.table-medicationknowledges,2,1,0
Cross.table-medicationknowledges-json,2,2,0
Cross.table-medicationknowledges-xml,2,3,0
Cross.table-medicationrequests,2,2,0
Cross.table-medicationrequests-json,2,2,0
Cross.table-medicationrequests-xml,2,3,0
Cross.table-medications,2,0,0
Cross.table-medications-json,2,1,0
Cross.table-medications-xml,2,2,0
Cross.table-medicationstatements,2,0,0
Cross.table-medicationstatements-json,2,1,0
Cross.table-medicationstatements-xml,2,2,0
Cross.table-medicinalproductauthorizations,2,0,0
Cross.table-medicinalproductauthorizations-json,2,2,0
Cross.table-medicinalproductauthorizations-xml,2,2,0
Cross.table-medicinalproductcontraindications,2,2,0
Cross.table-medicinalproductcontraindications-json,2,2,0
Cross.table-medicinalproductcontraindications-xml,2,3,0
Cross.table-medicinalproductindications,2,1,0
Cross.table-medicinalproductindications-json,2,2,0
Cross.table-medicinalproductindications-xml,2,2,0
Cross.table-medicinalproductingredients,2,0,0
Cross.table-medicinalproductingredients-json,2,2,0
Cross.table-medicinalproductingredients-xml,2,2,0
Cross.table-medicinalproductinteractions,2,1,0
Cross.table-medicinalproductinteractions-json,2,1,0
Cross.table-medicinalproductinteractions-xml,2,2,0
Cross.table-medicinalproductmanufactureds,2,1,0
Cross.table-medicinalproductmanufactureds-json,2,2,0
Cross.table-medicinalproductmanufactureds-xml,2,3,0
Cross.table-medicinalproductpackageds,2,1,0
Cross.table-medicinalproductpackageds-json,2,2,0
Cross.table-medicinalproductpackageds-xml,2,3,0
Cross.table-medicinalproductpharmaceuticals,2,2,0
Cross.table-medicinalproductpharmaceuticals-json,2,2,0
Cross.table-medicinalproductpharmaceuticals-xml,2,3,0
Cross.table-medicinalproducts,2,1,0
Cross.table-medicinalproducts-json,2,2,0
Cross.table-medicinalproducts-xml,2,3,0
Cross.table-medicinalproductundesirableeffects,2,0,0
Cross.table-medicinalproductundesirableeffects-json,2,1,0
Cross.table-medicinalproductundesirableeffects-xml,2,2,0
Cross.table-messagedefinitions,2,1,0
Cross.table-messagedefinitions-json,2,1,0
Cross.table-messagedefinitions-xml,2,3,0
Cross.table-messageheaders,2,1,0
Cross.table-messageheaders-json,2,2,0
Cross.table-messageheaders-xml,2,2,0
Cross.table-molecularsequences,2,1,0
Cross.table-molecularsequences-json,2,2,0
Cross.table-molecularsequences-xml,2,2,0
Cross.table-name-accounts,2,0,0
Cross.table-name-accounts-json,2,2,0
Cross.table-name-accounts-xml,2,2,0
Cross.table-name-activitydefinitions,2,0,0
Cross.table-name-activitydefinitions-json,2,2,0
Cross.table-name-activitydefinitions-xml,2,2,0
Cross.table-name-actordefinitions,2,0,0
Cross.table-name-actordefinitions-json,2,1,0
Cross.table-name-actordefinitions-xml,2,2,0
Cross.table-name-adverseevents,2,0,0
Cross.table-name-adverseevents-json,2,1,0
Cross.table-name-adverseevents-xml,2,2,0
Cross.table-name-allergyintolerances,2,0,0
Cross.table-name-allergyintolerances-json,2,2,0
Cross.table-name-allergyintolerances-xml,2,2,0
Cross.table-name-appointmentresponses,2,2,0
Cross.table-name-appointmentresponses-json,2,2,0
Cross.table-name-appointmentresponses-xml,2,3,0
Cross.table-name-appointments,2,1,462
Cross.table-name-appointments-json,2,2,472
Cross.table-name-appointments-xml,2,3,470
Cross.table-name-auditevents,2,2,0
Cross.table-name-auditevents-json,2,2,0
Cross.table-name-auditevents-xml,2,3,0
Cross.table-name-basics,2,0,0
Cross.table-name-basics-json,2,1,0
Cross.table-name-basics-xml,2,2,0
Cross.table-name-binaries,2,0,0
Cross.table-name-binaries-json,2,2,0
Cross.table-name-binaries-xml,2,2,0
Cross.table-name-biologicallyderivedproducts,2,1,0
Cross.table-name-biologicallyderivedproducts-json,2,1,0
Cross.table-name-biologicallyderivedproducts-xml,2,2,0
Cross.table-name-bodystructures,2,1,0
Cross.table-name-bodystructures-json,2,2,0
Cross.table-name-bodystructures-xml,2,3,0
Cross.table-name-bundles,2,1,0
Cross.table-name-bundles-json,2,1,0
Cross.table-name-bundles-xml,2,2,0
Cross.table-name-capabilitystatements,2,1,0
Cross.table-name-capabilitystatements-json,2,1,0
Cross.table-name-capabilitystatements-xml,2,2,0
Cross.table-name-careplans,2,1,0
Cross.table-name-careplans-json,2,2,0
Cross.table-name-careplans-xml,2,2,0
Cross.table-name-careteams,2,1,0
Cross.table-name-careteams-json,2,2,0
Cross.table-name-careteams-xml,2,3,0
Cross.table-name-catalogentries,2,1,0
Cross.table-name-catalogentries-json,2,2,0
Cross.table-name-catalogentries-xml,2,3,0
Cross.table-name-chargeitemdefinitions,2,2,0
Cross.table-name-chargeitemdefinitions-json,2,2,0
Cross.table-name-chargeitemdefinitions-xml,2,2,0
Cross.table-name-chargeitems,2,0,0
Cross.table-name-chargeitems-json,2,1,0
Cross.table-name-chargeitems-xml,2,2,0
Cross.table-name-claimresponses,2,0,0
Cross.table-name-claimresponses-json,2,1,0
Cross.table-name-claimresponses-xml,2,2,0
Cross.table-name-claims,2,1,0
Cross.table-name-claims-json,2,2,0
Cross.table-name-claims-xml,2,3,0
Cross.table-name-clinicalimpressions,2,0,0
Cross.table-name-clinicalimpressions-json,2,2,0
Cross.table-name-clinicalimpressions-xml,2,2,0
Cross.table-name-codesystems,2,3,10168
Cross.table-name-codesystems-json,2,3,10428
Cross.table-name-codesystems-xml,2,5,10376
Cross.table-name-communicationrequests,2,0,0
Cross.table-name-communicationrequests-json,2,1,0
Cross.table-name-communicationrequests-xml,2,2,0
Cross.table-name-communications,2,1,0
Cross.table-name-communications-json,2,2,0
Cross.table-name-communications-xml,2,3,0
Cross.table-name-compartmentdefinitions,2,0,0
Cross.table-name-compartmentdefinitions-json,2,2,0
Cross.table-name-compartmentdefinitions-xml,2,2,0
Cross.table-name-compositions,2,1,0
Cross.table-name-compositions-json,2,1,0
Cross.table-name-compositions-xml,2,3,0
Cross.table-name-conceptmaps,2,1,0
Cross.table-name-conceptmaps-json,2,1,0
Cross.table-name-conceptmaps-xml,2,3,0
Cross.table-name-conditions,2,2,0
Cross.table-name-conditions-json,2,2,0
Cross.table-name-conditions-xml,2,3,0
Cross.table-name-consents,2,1,0
Cross.table-name-consents-json,2,2,0
Cross.table-name-consents-xml,2,3,0
Cross.table-name-contracts,2,1,0
Cross.table-name-contracts-json,2,2,0
Cross.table-name-contracts-xml,2,2,0
Cross.table-name-coverageeligibilityrequests,2,1,0
Cross.table-name-coverageeligibilityrequests-json,2,2,0
Cross.table-name-coverageeligibilityrequests-xml,2,3,0
Cross.table-name-coverageeligibilityresponses,2,1,0
Cross.table-name-coverageeligibilityresponses-json,2,2,0
Cross.table-name-coverageeligibilityresponses-xml,2,2,0
Cross.table-name-coverages,2,0,0
Cross.table-name-coverages-json,2,1,0
Cross.table-name-coverages-xml,2,2,0
Cross.table-name-detectedissues,2,0,0
Cross.table-name-detectedissues-json,2,1,0
Cross.table-name-detectedissues-xml,2,2,0
Cross.table-name-devicedefinitions,2,1,0
Cross.table-name-devicedefinitions-json,2,2,0
Cross.table-name-devicedefinitions-xml,2,2,0
Cross.table-name-devicemetrics,2,0,0
Cross.table-name-devicemetrics-json,2,1,0
Cross.table-name-devicemetrics-xml,2,2,0
Cross.table-name-devicerequests,2,1,0
Cross.table-name-devicerequests-json,2,1,0
Cross.table-name-devicerequests-xml,2,2,0
Cross.table-name-devices,2,1,0
Cross.table-name-devices-json,2,2,0
Cross.table-name-devices-xml,2,2,0
Cross.table-name-deviceusestatements,2,1,0
Cross.table-name-deviceusestatements-json,2,1,0
Cross.table-name-deviceusestatements-xml,2,2,0
Cross.table-name-diagnosticreports,2,0,0
Cross.table-name-diagnosticreports-json,2,1,0
Cross.table-name-diagnosticreports-xml,2,2,0
Cross.table-name-documentmanifests,2,0,0
Cross.table-name-documentmanifests-json,2,2,0
Cross.table-name-documentmanifests-xml,2,2,0
Cross.table-name-documentreferences,2,0,0
Cross.table-name-documentreferences-json,2,2,0
Cross.table-name-documentreferences-xml,2,2,0
Cross.table-name-domainresources,2,0,0
Cross.table-name-domainresources-json,2,2,0
Cross.table-name-domainresources-xml,2,2,0
Cross.table-name-effectevidencesyntheses,2,1,0
Cross.table-name-effectevidencesyntheses-json,2,1,0
Cross.table-name-effectevidencesyntheses-xml,2,3,0
Cross.table-name-encounters,2,0,438
Cross.table-name-encounters-json,2,1,448
Cross.table-name-encounters-xml,2,2,446
Cross.table-name-endpoints,2,1,0
Cross.table-name-endpoints-json,2,2,0
Cross.table-name-endpoints-xml,2,3,0
Cross.table-name-enrollmentrequests,2,2,0
Cross.table-name-enrollmentrequests-json,2,2,0
Cross.table-name-enrollmentrequests-xml,2,2,0
Cross.table-name-enrollmentresponses,2,0,0
Cross.table-name-enrollmentresponses-json,2,1,0
Cross.table-name-enrollmentresponses-xml,2,2,0
Cross.table-name-episodeofcares,2,0,0
Cross.table-name-episodeofcares-json,2,1,0
Cross.table-name-episodeofcares-xml,2,2,0
Cross.table-name-eventdefinitions,2,1,0
Cross.table-name-eventdefinitions-json,2,2,0
Cross.table-name-eventdefinitions-xml,2,3,0
Cross.table-name-evidences,2,1,0
Cross.table-name-evidences-json,2,1,0
Cross.table-name-evidences-xml,2,3,0
Cross.table-name-evidencevariables,2,1,0
Cross.table-name-evidencevariables-json,2,2,0
Cross.table-name-evidencevariables-xml,2,3,0
Cross.table-name-examplescenarios,2,0,0
Cross.table-name-examplescenarios-json,2,1,0
Cross.table-name-examplescenarios-xml,2,2,0
Cross.table-name-explanationofbenefits,2,1,0
Cross.table-name-explanationofbenefits-json,2,2,0
Cross.table-name-explanationofbenefits-xml,2,2,0
Cross.table-name-familymemberhistories,2,0,0
Cross.table-name-familymemberhistories-json,2,1,0
Cross.table-name-familymemberhistories-xml,2,2,0
Cross.table-name-flags,2,0,0
Cross.table-name-flags-json,2,1,0
Cross.table-name-flags-xml,2,2,0
Cross.table-name-goals,2,2,0
Cross.table-name-goals-json,2,2,0
Cross.table-name-goals-xml,2,4,0
Cross.table-name-graphdefinitions,2,1,0
Cross.table-name-graphdefinitions-json,2,2,0
Cross.table-name-graphdefinitions-xml,2,3,0
Cross.table-name-groups,2,1,0
Cross.table-name-groups-json,2,1,0
Cross.table-name-groups-xml,2,2,0
Cross.table-name-guidanceresponses,2,0,0
Cross.table-name-guidanceresponses-json,2,2,0
Cross.table-name-guidanceresponses-xml,2,2,0
Cross.table-name-healthcareservices,2,1,260
Cross.table-name-healthcareservices-json,2,2,270
Cross.table-name-healthcareservices-xml,2,3,268
Cross.table-name-imagingstudies,2,1,0
Cross.table-name-imagingstudies-json,2,1,0
Cross.table-name-imagingstudies-xml,2,3,0
Cross.table-name-immunizationevaluations,2,1,0
Cross.table-name-immunizationevaluations-json,2,1,0
Cross.table-name-immunizationevaluations-xml,2,3,0
Cross.table-name-immunizationrecommendations,2,0,0
Cross.table-name-immunizationrecommendations-json,2,1,0
Cross.table-name-immunizationrecommendations-xml,2,2,0
Cross.table-name-immunizations,2,0,0
Cross.table-name-immunizations-json,2,2,0
Cross.table-name-immunizations-xml,2,2,0
Cross.table-name-implementationguides,2,1,522
Cross.table-name-implementationguides-json,2,2,532
Cross.table-name-implementationguides-xml,2,2,530
Cross.table-name-insuranceplans,2,1,0
Cross.table-name-insuranceplans-json,2,2,0
Cross.table-name-insuranceplans-xml,2,3,0
Cross.table-name-invoices,2,1,0
Cross.table-name-invoices-json,2,1,0
Cross.table-name-invoices-xml,2,3,0
Cross.table-name-libraries,2,2,0
Cross.table-name-libraries-json,2,2,0
Cross.table-name-libraries-xml,2,2,0
Cross.table-name-linkages,2,1,0
Cross.table-name-linkages-json,2,2,0
Cross.table-name-linkages-xml,2,2,0
Cross.table-name-lists,2,0,0
Cross.table-name-lists-json,2,1,0
Cross.table-name-lists-xml,2,2,0
Cross.table-name-locations,2,0,1364
Cross.table-name-locations-json,2,2,1414
Cross.table-name-locations-xml,2,2,1404
Cross.table-name-measurereports,2,0,0
Cross.table-name-measurereports-json,2,2,0
Cross.table-name-measurereports-xml,2,2,0
Cross.table-name-measures,2,0,0
Cross.table-name-measures-json,2,1,0
Cross.table-name-measures-xml,2,2,0
Cross.table-name-media,2,0,0
Cross.table-name-media-json,2,2,0
Cross.table-name-media-xml,2,2,0
Cross.table-name-medicationadministrations,2,0,696
Cross.table-name-medicationadministrations-json,2,2,706
Cross.table-name-medicationadministrations-xml,2,2,704
Cross.table-name-medicationdispenses,2,1,0
Cross.table-name-medicationdispenses-json,2,2,0
Cross.table-name-medicationdispenses-xml,2,2,0
Cross.table-name-medicationknowledges,2,0,0
Cross.table-name-medicationknowledges-json,2,0,0
Cross.table-name-medicationknowledges-xml,2,2,0
Cross.table-name-medicationrequests,2,0,0
Cross.table-name-medicationrequests-json,2,1,0
Cross.table-name-medicationrequests-xml,2,2,0
Cross.table-name-medications,2,2,0
Cross.table-name-medications-json,2,2,0
Cross.table-name-medications-xml,2,3,0
Cross.table-name-medicationstatements,2,2,0
Cross.table-name-medicationstatements-json,2,2,0
Cross.table-name-medicationstatements-xml,2,3,0
Cross.table-name-medicinalproductauthorizations,2,2,0
Cross.table-name-medicinalproductauthorizations-json,2,2,0
Cross.table-name-medicinalproductauthorizations-xml,2,3,0
Cross.table-name-medicinalproductcontraindications,2,1,0
Cross.table-name-medicinalproductcontraindications-json,2,1,0
Cross.table-name-medicinalproductcontraindications-xml,2,3,0
Cross.table-name-medicinalproductindications,2,0,0
Cross.table-name-medicinalproductindications-json,2,0,0
Cross.table-name-medicinalproductindications-xml,2,2,0
Cross.table-name-medicinalproductingredients,2,1,0
Cross.table-name-medicinalproductingredients-json,2,2,0
