Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-verificationresults-xml,2,2,0
Cross.list-simple-visionprescriptions,2,1,0
Cross.list-simple-visionprescriptions-json,2,1,0
Cross.list-simple-visionprescriptions-xml,2,1,0
Cross.list-slots,2,0,342
Cross.list-slots-json,2,1,352
Cross.list-slots-xml,2,2,350
Cross.list-specimen,2,0,0
Cross.list-specimen-json,2,1,0
Cross.list-specimen-xml,2,2,0
Cross.list-specimendefinitions,2,0,0
Cross.list-specimendefinitions-json,2,0,0
Cross.list-specimendefinitions-xml,2,1,0
Cross.list-structuredefinitions,2,7,40278
Cross.list-structuredefinitions-json,2,9,40918
Cross.list-structuredefinitions-xml,2,11,40790
Cross.list-structuremaps,2,0,0
Cross.list-structuremaps-json,2,0,0
Cross.list-structuremaps-xml,2,1,0
Cross.list-subscriptions,2,0,0
Cross.list-subscriptions-json,2,2,0
Cross.list-subscriptions-xml,2,2,0
Cross.list-subscriptiontopics,2,0,0
Cross.list-subscriptiontopics-json,2,0,0
Cross.list-subscriptiontopics-xml,2,1,0
Cross.list-substancenucleicacids,2,0,0
Cross.list-substancenucleicacids-json,2,2,0
Cross.list-substancenucleicacids-xml,2,3,0
Cross.list-substancepolymers,2,0,0
Cross.list-substancepolymers-json,2,1,0
Cross.list-substancepolymers-xml,2,2,0
Cross.list-substanceproteins,2,0,0
Cross.list-substanceproteins-json,2,0,0
Cross.list-substanceproteins-xml,2,1,0
Cross.list-substancereferenceinformations,2,0,0
Cross.list-substancereferenceinformations-json,2,2,0
Cross.list-substancereferenceinformations-xml,2,2,0
Cross.list-substances,2,0,0
Cross.list-substances-json,2,0,0
Cross.list-substances-xml,2,1,0
Cross.list-substancesourcematerials,2,1,0
Cross.list-substancesourcematerials-json,2,1,0
Cross.list-substancesourcematerials-xml,2,1,0
Cross.list-substancespecifications,2,0,0
Cross.list-substancespecifications-json,2,0,0
Cross.list-substancespecifications-xml,2,2,0
Cross.list-supplydeliveries,2,0,0
Cross.list-supplydeliveries-json,2,1,0
Cross.list-supplydeliveries-xml,2,2,0
Cross.list-supplyrequests,2,0,0
Cross.list-supplyrequests-json,2,0,0
Cross.list-supplyrequests-xml,2,2,0
Cross.list-tasks,2,0,0
Cross.list-tasks-json,2,1,0
Cross.list-tasks-xml,2,3,0
Cross.list-terminologycapabilities,2,0,0
Cross.list-terminologycapabilities-json,2,2,0
Cross.list-terminologycapabilities-xml,2,2,0
Cross.list-testplans,2,0,0
Cross.list-testplans-json,2,1,0
Cross.list-testplans-xml,2,2,0
Cross.list-testreports,2,0,0
Cross.list-testreports-json,2,1,0
Cross.list-testreports-xml,2,2,0
Cross.list-testscripts,2,0,0
Cross.list-testscripts-json,2,1,0
Cross.list-testscripts-xml,2,2,0
Cross.list-valuesets,2,4,20862
Cross.list-valuesets-json,2,5,21392
Cross.list-valuesets-xml,2,6,21286
Cross.list-verificationresults,2,0,0
Cross.list-verificationresults-json,2,2,0
Cross.list-verificationresults-xml,2,2,0
Cross.list-visionprescriptions,2,0,0
Cross.list-visionprescriptions-json,2,1,0
Cross.list-visionprescriptions-xml,2,1,0
Cross.maps,424,5,87472
Cross.new-extensions,2,0,0
Cross.obligation-summary,2,1007,150
Cross.related-igs-list,2,0,22
Cross.related-igs-table,2,0,0
Cross.summary-extensions,2,0,31214
Cross.summary-observations,2,758,16962
Cross.table-accounts,2,2,0
Cross.table-accounts-json,2,2,0
Cross.table-accounts-xml,2,4,0
Cross.table-activitydefinitions,2,1,0
Cross.table-activitydefinitions-json,2,2,0
Cross.table-activitydefinitions-xml,2,2,0
Cross.table-actordefinitions,2,0,0
Cross.table-actordefinitions-json,2,0,0
Cross.table-actordefinitions-xml,2,2,0
Cross.table-adverseevents,2,0,0
Cross.table-adverseevents-json,2,2,0
Cross.table-adverseevents-xml,2,2,0
Cross.table-allergyintolerances,2,1,0
Cross.table-allergyintolerances-json,2,1,0
Cross.table-allergyintolerances-xml,2,2,0
Cross.table-appointmentresponses,2,0,0
Cross.table-appointmentresponses-json,2,1,0
Cross.table-appointmentresponses-xml,2,2,0
Cross.table-appointments,2,2,462
Cross.table-appointments-json,2,2,472
Cross.table-appointments-xml,2,4,470
Cross.table-auditevents,2,0,0
Cross.table-auditevents-json,2,2,0
Cross.table-auditevents-xml,2,2,0
Cross.table-basics,2,2,0
Cross.table-basics-json,2,2,0
Cross.table-basics-xml,2,3,0
Cross.table-binaries,2,1,0
Cross.table-binaries-json,2,1,0
Cross.table-binaries-xml,2,3,0
Cross.table-biologicallyderivedproducts,2,0,0
Cross.table-biologicallyderivedproducts-json,2,2,0
Cross.table-biologicallyderivedproducts-xml,2,2,0
Cross.table-bodystructures,2,0,0
Cross.table-bodystructures-json,2,1,0
Cross.table-bodystructures-xml,2,2,0
Cross.table-bundles,2,0,0
Cross.table-bundles-json,2,2,0
Cross.table-bundles-xml,2,2,0
Cross.table-byid-accounts,2,0,0
Cross.table-byid-accounts-json,2,2,0
Cross.table-byid-accounts-xml,2,2,0
Cross.table-byid-activitydefinitions,2,1,0
Cross.table-byid-activitydefinitions-json,2,1,0
Cross.table-byid-activitydefinitions-xml,2,3,0
Cross.table-byid-actordefinitions,2,1,0
Cross.table-byid-actordefinitions-json,2,2,0
Cross.table-byid-actordefinitions-xml,2,3,0
Cross.table-byid-adverseevents,2,2,0
Cross.table-byid-adverseevents-json,2,2,0
Cross.table-byid-adverseevents-xml,2,3,0
Cross.table-byid-allergyintolerances,2,0,0
Cross.table-byid-allergyintolerances-json,2,0,0
Cross.table-byid-allergyintolerances-xml,2,2,0
Cross.table-byid-appointmentresponses,2,0,0
Cross.table-byid-appointmentresponses-json,2,2,0
Cross.table-byid-appointmentresponses-xml,2,2,0
Cross.table-byid-appointments,2,1,462
Cross.table-byid-appointments-json,2,2,472
Cross.table-byid-appointments-xml,2,3,470
Cross.table-byid-auditevents,2,0,0
Cross.table-byid-auditevents-json,2,2,0
Cross.table-byid-auditevents-xml,2,2,0
Cross.table-byid-basics,2,0,0
Cross.table-byid-basics-json,2,0,0
Cross.table-byid-basics-xml,2,2,0
Cross.table-byid-binaries,2,0,0
Cross.table-byid-binaries-json,2,2,0
Cross.table-byid-binaries-xml,2,2,0
Cross.table-byid-biologicallyderivedproducts,2,1,0
Cross.table-byid-biologicallyderivedproducts-json,2,2,0
Cross.table-byid-biologicallyderivedproducts-xml,2,2,0
Cross.table-byid-bodystructures,2,0,0
Cross.table-byid-bodystructures-json,2,1,0
Cross.table-byid-bodystructures-xml,2,2,0
Cross.table-byid-bundles,2,2,0
Cross.table-byid-bundles-json,2,2,0
Cross.table-byid-bundles-xml,2,2,0
Cross.table-byid-capabilitystatements,2,1,0
Cross.table-byid-capabilitystatements-json,2,2,0
Cross.table-byid-capabilitystatements-xml,2,3,0
Cross.table-byid-careplans,2,1,0
Cross.table-byid-careplans-json,2,2,0
Cross.table-byid-careplans-xml,2,3,0
Cross.table-byid-careteams,2,0,0
Cross.table-byid-careteams-json,2,1,0
Cross.table-byid-careteams-xml,2,2,0
Cross.table-byid-catalogentries,2,0,0
Cross.table-byid-catalogentries-json,2,2,0
Cross.table-byid-catalogentries-xml,2,3,0
Cross.table-byid-chargeitemdefinitions,2,0,0
Cross.table-byid-chargeitemdefinitions-json,2,2,0
Cross.table-byid-chargeitemdefinitions-xml,2,2,0
Cross.table-byid-chargeitems,2,1,0
Cross.table-byid-chargeitems-json,2,1,0
Cross.table-byid-chargeitems-xml,2,3,0
Cross.table-byid-claimresponses,2,0,0
Cross.table-byid-claimresponses-json,2,1,0
Cross.table-byid-claimresponses-xml,2,2,0
Cross.table-byid-claims,2,0,0
Cross.table-byid-claims-json,2,1,0
Cross.table-byid-claims-xml,2,2,0
Cross.table-byid-clinicalimpressions,2,0,0
Cross.table-byid-clinicalimpressions-json,2,0,0
Cross.table-byid-clinicalimpressions-xml,2,2,0
Cross.table-byid-codesystems,2,4,10168
Cross.table-byid-codesystems-json,2,5,10428
Cross.table-byid-codesystems-xml,2,6,10376
Cross.table-byid-communicationrequests,2,1,0
Cross.table-byid-communicationrequests-json,2,2,0
Cross.table-byid-communicationrequests-xml,2,2,0
Cross.table-byid-communications,2,0,0
Cross.table-byid-communications-json,2,2,0
Cross.table-byid-communications-xml,2,2,0
Cross.table-byid-compartmentdefinitions,2,0,0
Cross.table-byid-compartmentdefinitions-json,2,1,0
Cross.table-byid-compartmentdefinitions-xml,2,2,0
Cross.table-byid-compositions,2,1,0
Cross.table-byid-compositions-json,2,2,0
Cross.table-byid-compositions-xml,2,2,0
Cross.table-byid-conceptmaps,2,1,0
Cross.table-byid-conceptmaps-json,2,2,0
Cross.table-byid-conceptmaps-xml,2,2,0
Cross.table-byid-conditions,2,1,0
Cross.table-byid-conditions-json,2,2,0
Cross.table-byid-conditions-xml,2,2,0
Cross.table-byid-consents,2,0,0
Cross.table-byid-consents-json,2,2,0
Cross.table-byid-consents-xml,2,2,0
Cross.table-byid-contracts,2,0,0
Cross.table-byid-contracts-json,2,1,0
Cross.table-byid-contracts-xml,2,2,0
Cross.table-byid-coverageeligibilityrequests,2,0,0
Cross.table-byid-coverageeligibilityrequests-json,2,1,0
Cross.table-byid-coverageeligibilityrequests-xml,2,2,0
Cross.table-byid-coverageeligibilityresponses,2,1,0
Cross.table-byid-coverageeligibilityresponses-json,2,2,0
Cross.table-byid-coverageeligibilityresponses-xml,2,3,0
Cross.table-byid-coverages,2,1,0
Cross.table-byid-coverages-json,2,2,0
Cross.table-byid-coverages-xml,2,2,0
Cross.table-byid-detectedissues,2,0,0
Cross.table-byid-detectedissues-json,2,1,0
Cross.table-byid-detectedissues-xml,2,2,0
Cross.table-byid-devicedefinitions,2,0,0
Cross.table-byid-devicedefinitions-json,2,1,0
Cross.table-byid-devicedefinitions-xml,2,2,0
Cross.table-byid-devicemetrics,2,1,0
Cross.table-byid-devicemetrics-json,2,2,0
Cross.table-byid-devicemetrics-xml,2,2,0
Cross.table-byid-devicerequests,2,1,0
Cross.table-byid-devicerequests-json,2,2,0
Cross.table-byid-devicerequests-xml,2,2,0
Cross.table-byid-devices,2,0,0
Cross.table-byid-devices-json,2,1,0
Cross.table-byid-devices-xml,2,2,0
Cross.table-byid-deviceusestatements,2,0,0
Cross.table-byid-deviceusestatements-json,2,2,0
Cross.table-byid-deviceusestatements-xml,2,2,0
Cross.table-byid-diagnosticreports,2,0,0
Cross.table-byid-diagnosticreports-json,2,1,0
Cross.table-byid-diagnosticreports-xml,2,2,0
Cross.table-byid-documentmanifests,2,1,0
Cross.table-byid-documentmanifests-json,2,2,0
Cross.table-byid-documentmanifests-xml,2,3,0
Cross.table-byid-documentreferences,2,0,0
Cross.table-byid-documentreferences-json,2,1,0
Cross.table-byid-documentreferences-xml,2,2,0
Cross.table-byid-domainresources,2,1,0
Cross.table-byid-domainresources-json,2,1,0
Cross.table-byid-domainresources-xml,2,3,0
Cross.table-byid-effectevidencesyntheses,2,1,0
Cross.table-byid-effectevidencesyntheses-json,2,2,0
Cross.table-byid-effectevidencesyntheses-xml,2,3,0
Cross.table-byid-encounters,2,2,438
Cross.table-byid-encounters-json,2,2,448
Cross.table-byid-encounters-xml,2,3,446
Cross.table-byid-endpoints,2,1,0
Cross.table-byid-endpoints-json,2,1,0
Cross.table-byid-endpoints-xml,2,3,0
Cross.table-byid-enrollmentrequests,2,0,0
Cross.table-byid-enrollmentrequests-json,2,2,0
Cross.table-byid-enrollmentrequests-xml,2,2,0
Cross.table-byid-enrollmentresponses,2,2,0
Cross.table-byid-enrollmentresponses-json,2,2,0
Cross.table-byid-enrollmentresponses-xml,2,4,0
Cross.table-byid-episodeofcares,2,0,0
Cross.table-byid-episodeofcares-json,2,1,0
Cross.table-byid-episodeofcares-xml,2,2,0
Cross.table-byid-eventdefinitions,2,1,0
Cross.table-byid-eventdefinitions-json,2,2,0
Cross.table-byid-eventdefinitions-xml,2,3,0
Cross.table-byid-evidences,2,0,0
Cross.table-byid-evidences-json,2,1,0
Cross.table-byid-evidences-xml,2,2,0
Cross.table-byid-evidencevariables,2,0,0
Cross.table-byid-evidencevariables-json,2,2,0
Cross.table-byid-evidencevariables-xml,2,2,0
Cross.table-byid-examplescenarios,2,1,0
Cross.table-byid-examplescenarios-json,2,1,0
Cross.table-byid-examplescenarios-xml,2,3,0
Cross.table-byid-explanationofbenefits,2,0,0
Cross.table-byid-explanationofbenefits-json,2,2,0
Cross.table-byid-explanationofbenefits-xml,2,2,0
Cross.table-byid-familymemberhistories,2,1,0
Cross.table-byid-familymemberhistories-json,2,2,0
Cross.table-byid-familymemberhistories-xml,2,2,0
Cross.table-byid-flags,2,1,0
Cross.table-byid-flags-json,2,2,0
Cross.table-byid-flags-xml,2,3,0
Cross.table-byid-goals,2,0,0
Cross.table-byid-goals-json,2,2,0
Cross.table-byid-goals-xml,2,2,0
Cross.table-byid-graphdefinitions,2,0,0
Cross.table-byid-graphdefinitions-json,2,2,0
Cross.table-byid-graphdefinitions-xml,2,2,0
Cross.table-byid-groups,2,2,0
Cross.table-byid-groups-json,2,2,0
Cross.table-byid-groups-xml,2,3,0
Cross.table-byid-guidanceresponses,2,0,0
Cross.table-byid-guidanceresponses-json,2,0,0
Cross.table-byid-guidanceresponses-xml,2,2,0
Cross.table-byid-healthcareservices,2,0,260
Cross.table-byid-healthcareservices-json,2,1,270
Cross.table-byid-healthcareservices-xml,2,2,268
Cross.table-byid-imagingstudies,2,1,0
Cross.table-byid-imagingstudies-json,2,2,0
Cross.table-byid-imagingstudies-xml,2,2,0
Cross.table-byid-immunizationevaluations,2,1,0
Cross.table-byid-immunizationevaluations-json,2,2,0
Cross.table-byid-immunizationevaluations-xml,2,2,0
Cross.table-byid-immunizationrecommendations,2,2,0
Cross.table-byid-immunizationrecommendations-json,2,2,0
Cross.table-byid-immunizationrecommendations-xml,2,3,0
Cross.table-byid-immunizations,2,0,0
Cross.table-byid-immunizations-json,2,1,0
Cross.table-byid-immunizations-xml,2,2,0
Cross.table-byid-implementationguides,2,1,522
Cross.table-byid-implementationguides-json,2,2,532
Cross.table-byid-implementationguides-xml,2,3,530
Cross.table-byid-insuranceplans,2,1,0
Cross.table-byid-insuranceplans-json,2,1,0
Cross.table-byid-insuranceplans-xml,2,2,0
Cross.table-byid-invoices,2,1,0
Cross.table-byid-invoices-json,2,2,0
Cross.table-byid-invoices-xml,2,3,0
Cross.table-byid-libraries,2,0,0
Cross.table-byid-libraries-json,2,2,0
Cross.table-byid-libraries-xml,2,2,0
Cross.table-byid-linkages,2,0,0
Cross.table-byid-linkages-json,2,1,0
Cross.table-byid-linkages-xml,2,2,0
Cross.table-byid-lists,2,0,0
Cross.table-byid-lists-json,2,0,0
Cross.table-byid-lists-xml,2,2,0
Cross.table-byid-locations,2,2,1364
Cross.table-byid-locations-json,2,2,1414
Cross.table-byid-locations-xml,2,4,1404
Cross.table-byid-measurereports,2,1,0
Cross.table-byid-measurereports-json,2,1,0
Cross.table-byid-measurereports-xml,2,3,0
Cross.table-byid-measures,2,1,0
Cross.table-byid-measures-json,2,1,0
Cross.table-byid-measures-xml,2,3,0
Cross.table-byid-media,2,1,0
Cross.table-byid-media-json,2,2,0
Cross.table-byid-media-xml,2,3,0
Cross.table-byid-medicationadministrations,2,0,696
Cross.table-byid-medicationadministrations-json,2,0,706
Cross.table-byid-medicationadministrations-xml,2,2,704
Cross.table-byid-medicationdispenses,2,0,0
Cross.table-byid-medicationdispenses-json,2,2,0
Cross.table-byid-medicationdispenses-xml,2,2,0
Cross.table-byid-medicationknowledges,2,1,0
Cross.table-byid-medicationknowledges-json,2,1,0
Cross.table-byid-medicationknowledges-xml,2,3,0
Cross.table-byid-medicationrequests,2,0,0
Cross.table-byid-medicationrequests-json,2,0,0
Cross.table-byid-medicationrequests-xml,2,2,0
Cross.table-byid-medications,2,0,0
Cross.table-byid-medications-json,2,2,0
Cross.table-byid-medications-xml,2,2,0
Cross.table-byid-medicationstatements,2,1,0
Cross.table-byid-medicationstatements-json,2,2,0
Cross.table-byid-medicationstatements-xml,2,2,0
Cross.table-byid-medicinalproductauthorizations,2,0,0
Cross.table-byid-medicinalproductauthorizations-json,2,2,0
Cross.table-byid-medicinalproductauthorizations-xml,2,2,0
Cross.table-byid-medicinalproductcontraindications,2,1,0
Cross.table-byid-medicinalproductcontraindications-json,2,2,0
Cross.table-byid-medicinalproductcontraindications-xml,2,2,0
Cross.table-byid-medicinalproductindications,2,2,0
Cross.table-byid-medicinalproductindications-json,2,2,0
Cross.table-byid-medicinalproductindications-xml,2,3,0
Cross.table-byid-medicinalproductingredients,2,1,0
Cross.table-byid-medicinalproductingredients-json,2,2,0
Cross.table-byid-medicinalproductingredients-xml,2,3,0
Cross.table-byid-medicinalproductinteractions,2,1,0
Cross.table-byid-medicinalproductinteractions-json,2,2,0
Cross.table-byid-medicinalproductinteractions-xml,2,3,0
Cross.table-byid-medicinalproductmanufactureds,2,1,0
Cross.table-byid-medicinalproductmanufactureds-json,2,1,0
Cross.table-byid-medicinalproductmanufactureds-xml,2,2,0
Cross.table-byid-medicinalproductpackageds,2,1,0
Cross.table-byid-medicinalproductpackageds-json,2,2,0
Cross.table-byid-medicinalproductpackageds-xml,2,4,0
Cross.table-byid-medicinalproductpharmaceuticals,2,1,0
Cross.table-byid-medicinalproductpharmaceuticals-json,2,2,0
Cross.table-byid-medicinalproductpharmaceuticals-xml,2,3,0
Cross.table-byid-medicinalproducts,2,0,0
Cross.table-byid-medicinalproducts-json,2,2,0
Cross.table-byid-medicinalproducts-xml,2,2,0
Cross.table-byid-medicinalproductundesirableeffects,2,0,0
Cross.table-byid-medicinalproductundesirableeffects-json,2,1,0
Cross.table-byid-medicinalproductundesirableeffects-xml,2,2,0
Cross.table-byid-messagedefinitions,2,1,0
Cross.table-byid-messagedefinitions-json,2,2,0
Cross.table-byid-messagedefinitions-xml,2,3,0
Cross.table-byid-messageheaders,2,1,0
Cross.table-byid-messageheaders-json,2,1,0
Cross.table-byid-messageheaders-xml,2,2,0
Cross.table-byid-molecularsequences,2,2,0
Cross.table-byid-molecularsequences-json,2,2,0
Cross.table-byid-molecularsequences-xml,2,4,0
Cross.table-byid-namingsystems,2,1,0
Cross.table-byid-namingsystems-json,2,2,0
Cross.table-byid-namingsystems-xml,2,2,0
Cross.table-byid-nutritionorders,2,1,0
Cross.table-byid-nutritionorders-json,2,2,0
Cross.table-byid-nutritionorders-xml,2,3,0
Cross.table-byid-observationdefinitions,2,1,0
Cross.table-byid-observationdefinitions-json,2,2,0
